Prueba, Mejor X, Mejor Y, Mejor solucion, Peor X, Peor Y, Peor Solucion, Mediana, Desviacion estandar, Probabilidad de mutacion, Probabilidad de cruce
Prueba, Mejor X, Mejor Y, Mejor solucion, Peor X, Peor Y, Peor Solucion, Mediana, Desviacion estandar, Probabilidad de mutacion, Probabilidad de cruce
0, -2.879997863767494, -2.9035330424623895, -78.32282830559978, -2.879958801230241, -2.9035330424623895, -78.32279686074077, -78.32282830559978, 1.1228060506436028e-05, 0.01, 0.1
1, -2.879997863767494, -2.905007653243688, -78.32279073722911, -3.1999981689435666, -2.905007653243688, -76.65734980769174, -78.32279073722911, 0.16570909899740693, 0.05, 0.2
2, -2.8999978828409985, -2.879997863767494, -78.32261234347452, -2.8999978828409985, -4.159999084471783, -38.268922655339615, -78.32261234347452, 4.321252409837822, 0.1, 0.3
3, -2.879997863767494, -2.879997863767494, -78.31332520369028, -2.879997863767494, -3.519998474119639, -70.31889986962128, -78.31332520369028, 0.7953689053673133, 0.2, 0.4
4, -2.903513511193763, -2.903513511193763, -78.33233139298588, -4.183514731898052, -2.903513511193763, -36.482893550230095, -78.33233139298588, 8.830555009895935, 0.3, 0.5
5, -2.9035330424623895, -2.8999978828409985, -78.332115445384, -2.9035330424623895, -4.1799991035452875, -36.75305357217103, -78.332115445384, 6.921751516842517, 0.4, 0.6
6, -2.9035330424623895, -2.9035330424623895, -78.33233140750926, -2.9035330424623895, -4.1835342631666785, -36.48138959761498, -78.33233140750926, 7.3594633859713605, 0.5, 0.7
7, -2.879997863767494, -2.9035330424623895, -78.32282830559978, -2.8799685668645543, -4.184784264358773, -36.375538841299104, -78.32247097772014, 10.274532203529093, 0.6, 0.8
8, -2.9035330424623895, -2.9035330424623895, -78.33233140750926, -2.9035232768280763, -4.183524497532366, -36.482141579815924, -78.33232980468497, 8.576369837316074, 0.7, 0.9
9, -2.9035330424623895, -2.9035330424623895, -78.33233140750926, -2.883533023388885, -4.183553794435305, -36.47301468079712, -78.33231027180646, 10.867006365147898, 0.8, 1.0
